No,Fase,Bulan/Sprint Target,Modul,Task Teknis,Kategori,Tabel/Model Terkait (Supabase),Prioritas,Status,Catatan,Prompt (Copy-Paste ke AI Coding Agent)
62,Fase 3 - Pembayaran SPP & Paywall,September 2026 (Minggu 3-4),Paywall & Proteksi Akses,Implementasi Paywall Guard: util/HOC server-side yang mengecek payment_status === 'verified' sebelum data/halaman LMS dikirim ke client (FR-LMS-001),Backend,students,Wajib,Belum Dikerjakan,,"Implementasi Paywall Guard: util/HOC server-side yang mengecek payment_status === 'verified' sebelum data/halaman LMS dikirim ke client (FR-LMS-001)
Acuan struktur data: tabel/model `students` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
63,Fase 3 - Pembayaran SPP & Paywall,September 2026 (Minggu 3-4),Paywall & Proteksi Akses,Bangun tampilan pesan 'akses terkunci' saat payment_status unpaid/pending di seluruh halaman LMS,UI,students,Wajib,Belum Dikerjakan,,"Bangun tampilan pesan 'akses terkunci' saat payment_status unpaid/pending di seluruh halaman LMS
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Paywall & Proteksi Akses) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `students` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
64,Fase 3 - Pembayaran SPP & Paywall,September 2026 (Minggu 3-4),Testing,"Test: Paywall — siswa unpaid/pending tidak bisa mengakses data LMS, siswa verified bisa akses penuh",Testing,students,Wajib,Belum Dikerjakan,,"Test: Paywall — siswa unpaid/pending tidak bisa mengakses data LMS, siswa verified bisa akses penuh
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `students`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
65,Fase 3 - Pembayaran SPP & Paywall,September 2026 (Minggu 3-4),Testing,Test end-to-end: submit bukti bayar orang tua -> admin approve -> paywall otomatis terbuka tanpa refresh manual,Testing,students,Wajib,Belum Dikerjakan,,"Test end-to-end: submit bukti bayar orang tua -> admin approve -> paywall otomatis terbuka tanpa refresh manual
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `students`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
66,Fase 3 - Pembayaran SPP & Paywall,September 2026 (Minggu 3-4),Testing,Test: payNextMonthBill tidak mengenakan biaya registrasi ulang & billing_count bertambah dengan benar,Testing,students,Menengah,Belum Dikerjakan,,"Test: payNextMonthBill tidak mengenakan biaya registrasi ulang & billing_count bertambah dengan benar
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `students`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
67,Fase 4 - E-Learning / LMS,Oktober 2026,Modul & Materi Belajar,"Migration tabel assignments (id, program_id FK, title, pdf_title, pdf_file_path, opened_date, due_date, highlight_text, instructions jsonb)",DB,assignments,Wajib,Belum Dikerjakan,,"Migration tabel assignments (id, program_id FK, title, pdf_title, pdf_file_path, opened_date, due_date, highlight_text, instructions jsonb)
Acuan: kolom, tipe data, relasi (foreign key), dan constraint tabel `assignments` harus mengikuti Kamus Data di Software Design Description (SDD) Bimbel Grase (bagian 4.2) — jangan menambah/mengurangi kolom di luar dokumen itu tanpa didiskusikan dulu. Tulis migration SQL di folder `supabase/migrations/`, sertakan Row Level Security (RLS) policy dasar (Orang Tua hanya boleh akses baris miliknya sendiri, Admin Pusat boleh akses semua) di migration yang sama. Jalankan migration ke database Supabase (lokal/staging) dan tunjukkan output terminalnya sebagai bukti tidak ada error."
68,Fase 4 - E-Learning / LMS,Oktober 2026,Modul & Materi Belajar,"Migration tabel submissions (id, assignment_id FK, student_id FK, submitted_file_path, submitted_at, status enum 'submitted'/'graded', score, notes)",DB,submissions,Wajib,Belum Dikerjakan,,"Migration tabel submissions (id, assignment_id FK, student_id FK, submitted_file_path, submitted_at, status enum 'submitted'/'graded', score, notes)
Acuan: kolom, tipe data, relasi (foreign key), dan constraint tabel `submissions` harus mengikuti Kamus Data di Software Design Description (SDD) Bimbel Grase (bagian 4.2) — jangan menambah/mengurangi kolom di luar dokumen itu tanpa didiskusikan dulu. Tulis migration SQL di folder `supabase/migrations/`, sertakan Row Level Security (RLS) policy dasar (Orang Tua hanya boleh akses baris miliknya sendiri, Admin Pusat boleh akses semua) di migration yang sama. Jalankan migration ke database Supabase (lokal/staging) dan tunjukkan output terminalnya sebagai bukti tidak ada error."
69,Fase 4 - E-Learning / LMS,Oktober 2026,Kuis Interaktif,"Migration tabel quizzes (id, program_id FK, title, questions_count, duration, questions jsonb array {id, text, options:{A,B,C}, key})",DB,quizzes,Wajib,Belum Dikerjakan,,"Migration tabel quizzes (id, program_id FK, title, questions_count, duration, questions jsonb array {id, text, options:{A,B,C}, key})
Acuan: kolom, tipe data, relasi (foreign key), dan constraint tabel `quizzes` harus mengikuti Kamus Data di Software Design Description (SDD) Bimbel Grase (bagian 4.2) — jangan menambah/mengurangi kolom di luar dokumen itu tanpa didiskusikan dulu. Tulis migration SQL di folder `supabase/migrations/`, sertakan Row Level Security (RLS) policy dasar (Orang Tua hanya boleh akses baris miliknya sendiri, Admin Pusat boleh akses semua) di migration yang sama. Jalankan migration ke database Supabase (lokal/staging) dan tunjukkan output terminalnya sebagai bukti tidak ada error."
70,Fase 4 - E-Learning / LMS,Oktober 2026,Rekapitulasi Nilai,"Migration tabel grades (id, student_id FK, task_name, score, grade_letter enum 'A'/'B'/'C', notes, created_at)",DB,grades,Wajib,Belum Dikerjakan,,"Migration tabel grades (id, student_id FK, task_name, score, grade_letter enum 'A'/'B'/'C', notes, created_at)
Acuan: kolom, tipe data, relasi (foreign key), dan constraint tabel `grades` harus mengikuti Kamus Data di Software Design Description (SDD) Bimbel Grase (bagian 4.2) — jangan menambah/mengurangi kolom di luar dokumen itu tanpa didiskusikan dulu. Tulis migration SQL di folder `supabase/migrations/`, sertakan Row Level Security (RLS) policy dasar (Orang Tua hanya boleh akses baris miliknya sendiri, Admin Pusat boleh akses semua) di migration yang sama. Jalankan migration ke database Supabase (lokal/staging) dan tunjukkan output terminalnya sebagai bukti tidak ada error."
71,Fase 4 - E-Learning / LMS,Oktober 2026,Modul & Materi Belajar,Server action admin upload Modul PDF ke Storage bucket modules-pdf + insert metadata terkait assignment/program,Backend,assignments,Wajib,Belum Dikerjakan,,"Server action admin upload Modul PDF ke Storage bucket modules-pdf + insert metadata terkait assignment/program
Acuan struktur data: tabel/model `assignments` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
72,Fase 4 - E-Learning / LMS,Oktober 2026,Modul & Materi Belajar,Bangun grid PDF Modules untuk siswa (list modul per kelas + tombol unduh) dari markup prototype,UI,assignments,Wajib,Belum Dikerjakan,Bagian: PDF Modules Grid,"Bangun grid PDF Modules untuk siswa (list modul per kelas + tombol unduh) dari markup prototype
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Modul & Materi Belajar) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `assignments` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
73,Fase 4 - E-Learning / LMS,Oktober 2026,Tugas & Penyerahan,"Server action openSubmitAssignmentModal/handleStudentAssignmentSubmit: upload jawaban tugas ke Storage bucket assignment-submissions, set status 'submitted'",Backend,submissions,Wajib,Belum Dikerjakan,,"Server action openSubmitAssignmentModal/handleStudentAssignmentSubmit: upload jawaban tugas ke Storage bucket assignment-submissions, set status 'submitted'
Acuan struktur data: tabel/model `submissions` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
74,Fase 4 - E-Learning / LMS,Oktober 2026,Tugas & Penyerahan,"Bangun tampilan detail tugas (materi PDF, opened_date, due_date, status Belum Dikirim/Menunggu Penilaian/Sudah Dinilai) dari markup prototype",UI,"assignments, submissions",Wajib,Belum Dikerjakan,Bagian: Assignment Section,"Bangun tampilan detail tugas (materi PDF, opened_date, due_date, status Belum Dikirim/Menunggu Penilaian/Sudah Dinilai) dari markup prototype
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Tugas & Penyerahan) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `assignments, submissions` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
75,Fase 4 - E-Learning / LMS,Oktober 2026,Tugas & Penyerahan,"Server action saveGradeForSubmission: admin/tutor input nilai (0-100) + catatan, hitung predikat huruf otomatis (FR-ADM-005)",Backend,"submissions, grades",Wajib,Belum Dikerjakan,,"Server action saveGradeForSubmission: admin/tutor input nilai (0-100) + catatan, hitung predikat huruf otomatis (FR-ADM-005)
Acuan struktur data: tabel/model `submissions, grades` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
76,Fase 4 - E-Learning / LMS,Oktober 2026,Kuis Interaktif,"Bangun Quiz Intro Screen (info kuis: jumlah soal, durasi) sebelum siswa mulai mengerjakan, dari markup prototype",UI,quizzes,Wajib,Belum Dikerjakan,Bagian: Quiz Intro Screen,"Bangun Quiz Intro Screen (info kuis: jumlah soal, durasi) sebelum siswa mulai mengerjakan, dari markup prototype
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Kuis Interaktif) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `quizzes` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
77,Fase 4 - E-Learning / LMS,Oktober 2026,Kuis Interaktif,"Quiz Engine: startQuiz(quizId) — ambil soal dari kolom JSON questions, jalankan timer countdown di client",Backend,quizzes,Wajib,Belum Dikerjakan,,"Quiz Engine: startQuiz(quizId) — ambil soal dari kolom JSON questions, jalankan timer countdown di client
Acuan struktur data: tabel/model `quizzes` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
78,Fase 4 - E-Learning / LMS,Oktober 2026,Kuis Interaktif,Bangun tampilan soal kuis pilihan ganda A/B/C dengan indikator timer visual (Quiz Section for Student),UI,quizzes,Wajib,Belum Dikerjakan,Bagian: Quiz Section for Student,"Bangun tampilan soal kuis pilihan ganda A/B/C dengan indikator timer visual (Quiz Section for Student)
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Kuis Interaktif) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `quizzes` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
79,Fase 4 - E-Learning / LMS,Oktober 2026,Kuis Interaktif,"Server action submitQuiz: hitung skor otomatis (Jumlah Benar / Total Soal x 100), simpan ke tabel grades, tentukan predikat A/B/C (FR-LMS-004)",Backend,"quizzes, grades",Wajib,Belum Dikerjakan,,"Server action submitQuiz: hitung skor otomatis (Jumlah Benar / Total Soal x 100), simpan ke tabel grades, tentukan predikat A/B/C (FR-LMS-004)
Acuan struktur data: tabel/model `quizzes, grades` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
80,Fase 4 - E-Learning / LMS,Oktober 2026,Kuis Interaktif,Bangun Quiz Result Screen dengan imbalan bintang visual (reward system) dari markup prototype,UI,grades,Tinggi,Belum Dikerjakan,Bagian: Quiz Result Screen,"Bangun Quiz Result Screen dengan imbalan bintang visual (reward system) dari markup prototype
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Kuis Interaktif) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `grades` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
81,Fase 4 - E-Learning / LMS,Oktober 2026,Kuis Interaktif,Handle auto-submit kuis saat timer habis (waktu habis = kuis otomatis dikumpulkan dengan jawaban yang sudah dipilih),Backend,quizzes,Tinggi,Belum Dikerjakan,,"Handle auto-submit kuis saat timer habis (waktu habis = kuis otomatis dikumpulkan dengan jawaban yang sudah dipilih)
Acuan struktur data: tabel/model `quizzes` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
82,Fase 4 - E-Learning / LMS,Oktober 2026,Testing,Test: perhitungan skor kuis benar untuk berbagai kombinasi jawaban benar/salah/kosong,Testing,"quizzes, grades",Wajib,Belum Dikerjakan,,"Test: perhitungan skor kuis benar untuk berbagai kombinasi jawaban benar/salah/kosong
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `quizzes, grades`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
83,Fase 4 - E-Learning / LMS,Oktober 2026,Testing,"Test: timer kuis — auto-submit tepat saat waktu habis, tidak bisa submit 2x",Testing,quizzes,Tinggi,Belum Dikerjakan,,"Test: timer kuis — auto-submit tepat saat waktu habis, tidak bisa submit 2x
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `quizzes`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
84,Fase 4 - E-Learning / LMS,Oktober 2026,Testing,Test: predikat huruf (A/B/C) dihitung sesuai ambang batas skor yang disepakati (keputusan bisnis Fase 0 #7),Testing,grades,Menengah,Belum Dikerjakan,,"Test: predikat huruf (A/B/C) dihitung sesuai ambang batas skor yang disepakati (keputusan bisnis Fase 0 #7)
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `grades`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
85,Fase 4 - E-Learning / LMS,Oktober 2026,Testing,"Test: upload & penilaian tugas — file tersimpan benar, status berubah submitted -> graded, skor & catatan tersimpan",Testing,submissions,Tinggi,Belum Dikerjakan,,"Test: upload & penilaian tugas — file tersimpan benar, status berubah submitted -> graded, skor & catatan tersimpan
Cakup skenario sukses DAN skenario gagal/edge case (validasi error, data kosong, angka negatif/nol, unauthorized access, dsb.) untuk `submissions`. Tulis test dengan Vitest (unit/integration) dan/atau Playwright (E2E) sesuai konteksnya, jalankan test-nya, dan tunjukkan hasilnya — semua test harus lulus sebelum task ini dianggap selesai."
86,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Dashboard Admin,"Server action refreshAdminData: agregasi KPI (total kelas aktif, total siswa, total modul/kuis, total pendapatan SPP verified)",Backend,"programs, students, quizzes",Wajib,Belum Dikerjakan,,"Server action refreshAdminData: agregasi KPI (total kelas aktif, total siswa, total modul/kuis, total pendapatan SPP verified)
Acuan struktur data: tabel/model `programs, students, quizzes` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
87,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Dashboard Admin,Bangun Admin Dashboard KPI dari markup prototype (renderAdminKPIs) — kartu ringkasan operasional,UI,"programs, students",Wajib,Belum Dikerjakan,Bagian: Admin Console (Dashboard),"Bangun Admin Dashboard KPI dari markup prototype (renderAdminKPIs) — kartu ringkasan operasional
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Dashboard Admin) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `programs, students` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
88,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Kelola Kelas,"Server action CRUD Program/Kelas (openAddClassModal/handleAddClassSubmit): nama, target usia, tutor, jadwal, fee, deskripsi",Backend,programs,Wajib,Belum Dikerjakan,,"Server action CRUD Program/Kelas (openAddClassModal/handleAddClassSubmit): nama, target usia, tutor, jadwal, fee, deskripsi
Acuan struktur data: tabel/model `programs` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
89,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Kelola Kelas,Bangun halaman Kelola Kelas — tabel + modal tambah/edit dari markup prototype (renderAdminClasses),UI,programs,Wajib,Belum Dikerjakan,Bagian: Admin Console (Kelas),"Bangun halaman Kelola Kelas — tabel + modal tambah/edit dari markup prototype (renderAdminClasses)
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Kelola Kelas) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `programs` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
90,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Kelola Siswa,Server action CRUD Siswa manual oleh Admin (openAddStudentModal/handleAddStudentAdminSubmit),Backend,students,Wajib,Belum Dikerjakan,,"Server action CRUD Siswa manual oleh Admin (openAddStudentModal/handleAddStudentAdminSubmit)
Acuan struktur data: tabel/model `students` di Supabase sesuai Software Design Description (SDD) Bimbel Grase (bagian 4). Implementasikan sebagai Next.js Server Action atau Route Handler (app/api atau app/**/actions.ts), validasi input pakai Zod, dan pola error handling yang konsisten dengan modul lain yang sudah dibangun di project ini — kalau ini modul pertama, pakai konvensi: Server Action + Zod schema + Supabase client server-side (bukan client-side langsung untuk operasi sensitif). Sambungkan ke data asli dari Supabase, bukan data dummy/mock/in-memory. Setelah selesai, tulis test (Vitest untuk unit, atau Playwright untuk alur end-to-end) mencakup skenario sukses dan skenario gagal/validasi error, jalankan test-nya, dan tunjukkan hasilnya."
91,Fase 5 - Admin Console & Pelaporan,November 2026 (Minggu 1-2),Kelola Siswa,Bangun tabel Data Siswa dengan search berdasarkan nama siswa/orang tua (filterAdminStudentTable) dari markup prototype,UI,students,Wajib,Belum Dikerjakan,Bagian: Admin Console (Data Siswa),"Bangun tabel Data Siswa dengan search berdasarkan nama siswa/orang tua (filterAdminStudentTable) dari markup prototype
Acuan tampilan & alur: tiru layout, komponen, dan interaksi yang sudah ada di prototype @prototype.html (bagian terkait: Kelola Siswa) — jangan desain ulang dari nol. Gunakan Next.js App Router (React Server Components untuk fetch data + Client Component untuk interaktivitas), styling Tailwind CSS. Warna, tipografi (Quicksand untuk judul, Nunito Sans untuk bodi/form), dan ikon (Material Symbols Outlined) ikuti Software Design Description (SDD) Bimbel Grase bagian 7 (Primary #006a6a, Secondary #feb700/#7c5800, Surface #f4fbfa, Error #ba1a1a, Success #059669). Sambungkan ke data asli dari tabel `students` di Supabase, bukan data dummy/hardcode. Setelah selesai, ambil screenshot hasilnya, bandingkan dengan tampilan prototype yang sama, dan sebutkan perbedaannya kalau ada."
